metric\query, all, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 42, 43, 44, 45, 48, 49, 57, 58, 59, 60, 61, 62, 63, 64, 
iprec_at_recall_0.80, 0.1265, 0.0513, 0.0341, 0.0000, 0.0139, 0.0292, 0.0857, 0.0406, 0.0750, 0.1481, 0.0000, 0.0464, 0.0889, 0.0542, 0.0000, 0.0000, 0.0372, 0.0000, 0.0248, 0.1429, 0.7500, 0.0299, 0.4516, 0.1481, 0.0000, 0.0000, 0.0000, 0.0432, 0.8000, 0.0000, 0.0156, 0.0385, 0.0051, 0.0213, 0.3077, 0.0095, 0.0000, 0.0448, 0.1356, 0.0000, 0.0000, 0.0000, 0.0778, 0.0284, 0.0117, 1.0000, 0.0000, 0.0677, 0.0517, 0.1381, 0.0507, 0.4762, 1.0000, 
iprec_at_recall_0.90, 0.0774, 0.0063, 0.0341, 0.0000, 0.0113, 0.0287, 0.0857, 0.0141, 0.0750, 0.0978, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.7500, 0.0299, 0.0457, 0.1481, 0.0000, 0.0000, 0.0000, 0.0000, 0.0231, 0.0000, 0.0156, 0.0385, 0.0051, 0.0213, 0.0692, 0.0088, 0.0000, 0.0391, 0.0446, 0.0000, 0.0000, 0.0000, 0.0334, 0.0284, 0.0000, 1.0000, 0.0000, 0.0391, 0.0218, 0.0859, 0.0168, 0.2075, 1.0000, 
iprec_at_recall_1.00, 0.0666, 0.0063, 0.0341, 0.0000, 0.0000, 0.0287, 0.0857, 0.0000, 0.0750, 0.0978, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.7500, 0.0000, 0.0457, 0.1481, 0.0000, 0.0000, 0.0000, 0.0000, 0.0231, 0.0000, 0.0156, 0.0385, 0.0051, 0.0213, 0.0126, 0.0088, 0.0000, 0.0000, 0.0218, 0.0000, 0.0000, 0.0000, 0.0000, 0.0284, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0168, 0.0000, 1.0000, 
map, 0.2812, 0.1907, 0.1641, 0.0183, 0.1232, 0.1675, 0.2063, 0.2330, 0.3583, 0.1864, 0.4168, 0.3365, 0.3354, 0.3263, 0.0504, 0.1063, 0.0646, 0.1420, 0.0754, 0.5533, 0.9167, 0.1808, 0.6571, 0.7245, 0.0767, 0.1908, 0.1047, 0.2503, 0.7146, 0.2231, 0.2992, 0.1859, 0.4461, 0.0213, 0.3226, 0.0546, 0.1043, 0.1571, 0.3415, 0.0927, 0.1718, 0.1260, 0.2307, 0.0365, 0.2255, 1.0000, 0.1941, 0.2263, 0.1406, 0.3917, 0.0776, 0.6803, 1.0000, 
num_rel, 796, 5, 3, 6, 12, 8, 3, 28, 3, 9, 35, 19, 5, 11, 44, 10, 17, 16, 11, 11, 3, 11, 17, 4, 13, 51, 30, 29, 5, 19, 4, 2, 3, 1, 20, 12, 16, 12, 10, 21, 41, 17, 26, 12, 8, 1, 30, 43, 27, 31, 8, 12, 1, 
num_rel_ret, 662, 5, 3, 3, 11, 8, 3, 26, 3, 9, 27, 17, 4, 9, 24, 6, 15, 12, 9, 9, 3, 10, 17, 4, 5, 40, 23, 25, 5, 14, 4, 2, 3, 1, 20, 12, 11, 11, 10, 16, 31, 12, 25, 12, 7, 1, 21, 39, 25, 30, 8, 11, 1, 
num_ret, 48615, 1230, 1192, 588, 1088, 615, 201, 1864, 567, 544, 350, 368, 440, 305, 630, 408, 872, 315, 458, 272, 374, 461, 1666, 451, 188, 970, 544, 590, 1672, 650, 469, 1042, 1188, 2577, 1606, 1416, 127, 842, 1301, 1059, 1102, 824, 1145, 2479, 751, 3204, 1516, 1071, 1472, 1102, 569, 565, 1315, 
recip_rank, 0.6316, 0.3333, 0.3333, 0.0333, 0.5000, 0.5000, 0.3333, 1.0000, 0.5000, 0.2500, 1.0000, 1.0000, 1.0000, 1.0000, 0.1429, 0.5000, 0.2500, 0.3333, 0.1250, 1.0000, 1.0000, 0.5000, 1.0000, 1.0000, 0.3333, 1.0000, 0.1429, 1.0000, 1.0000, 0.5000, 1.0000, 0.3333, 1.0000, 0.0213, 0.3333, 0.1429, 0.2500, 1.0000, 1.0000, 0.1000, 1.0000, 1.0000, 1.0000, 0.2000, 1.0000, 1.0000, 0.5000, 1.0000, 0.2500, 1.0000, 0.1000, 1.0000, 1.0000, 
Rprec, 0.3175, 0.4000, 0.3333, 0.0000, 0.1667, 0.2500, 0.3333, 0.2857, 0.3333, 0.2222, 0.4857, 0.4211, 0.4000, 0.3636, 0.1136, 0.1000, 0.1176, 0.2500, 0.1818, 0.5455, 0.6667, 0.2727, 0.6471, 0.7500, 0.1538, 0.3137, 0.2000, 0.3103, 0.8000, 0.3684, 0.2500, 0.0000, 0.3333, 0.0000, 0.4500, 0.0833, 0.1250, 0.1667, 0.4000, 0.1905, 0.2683, 0.1176, 0.2308, 0.0833, 0.2500, 1.0000, 0.3333, 0.2791, 0.2222, 0.3548, 0.0000, 0.5833, 1.0000, 
P_5, 0.3615, 0.4000, 0.2000, 0.0000, 0.4000, 0.4000, 0.2000, 0.6000, 0.4000, 0.4000, 0.8000, 0.6000, 0.4000, 0.6000, 0.0000, 0.2000, 0.2000, 0.4000, 0.0000, 0.8000, 0.6000, 0.4000, 0.8000, 0.6000, 0.4000, 0.4000, 0.0000, 0.6000, 0.8000, 0.2000, 0.2000, 0.2000, 0.2000, 0.0000, 0.4000, 0.0000, 0.4000, 0.2000, 0.2000, 0.0000, 0.2000, 0.4000, 0.6000, 0.2000, 0.2000, 0.2000, 0.6000, 0.4000, 0.4000, 1.0000, 0.0000, 0.8000, 0.2000, 
P_10, 0.2654, 0.2000, 0.1000, 0.0000, 0.2000, 0.2000, 0.2000, 0.6000, 0.2000, 0.2000, 0.7000, 0.3000, 0.2000, 0.4000, 0.1000, 0.1000, 0.2000, 0.3000, 0.2000, 0.5000, 0.3000, 0.3000, 0.8000, 0.3000, 0.2000, 0.3000, 0.2000, 0.4000, 0.4000, 0.3000, 0.1000, 0.1000, 0.2000, 0.0000, 0.3000, 0.1000, 0.2000, 0.2000, 0.4000, 0.1000, 0.3000, 0.2000, 0.4000, 0.1000, 0.2000, 0.1000, 0.4000, 0.3000, 0.2000, 0.6000, 0.1000, 0.7000, 0.1000, 
P_15, 0.2282, 0.1333, 0.0667, 0.0000, 0.1333, 0.1333, 0.1333, 0.4667, 0.1333, 0.1333, 0.6000, 0.4667, 0.1333, 0.2667, 0.1333, 0.1333, 0.1333, 0.2667, 0.1333, 0.4000, 0.2000, 0.2000, 0.6667, 0.2000, 0.1333, 0.4000, 0.2667, 0.4667, 0.2667, 0.3333, 0.1333, 0.0667, 0.1333, 0.0000, 0.4000, 0.1333, 0.1333, 0.1333, 0.4000, 0.2000, 0.4000, 0.1333, 0.2667, 0.0667, 0.1333, 0.0667, 0.3333, 0.2667, 0.2000, 0.4000, 0.1333, 0.5333, 0.0667, 
P_20, 0.2029, 0.1000, 0.1000, 0.0000, 0.1000, 0.1000, 0.1000, 0.3500, 0.1000, 0.1500, 0.6500, 0.4500, 0.1000, 0.2000, 0.1000, 0.1000, 0.1000, 0.2000, 0.1500, 0.3500, 0.1500, 0.1500, 0.6500, 0.1500, 0.1000, 0.3500, 0.3000, 0.3500, 0.2000, 0.3500, 0.1000, 0.0500, 0.1000, 0.0000, 0.4500, 0.1000, 0.1500, 0.1000, 0.3000, 0.2000, 0.3000, 0.1000, 0.2500, 0.0500, 0.1500, 0.0500, 0.3000, 0.3000, 0.2000, 0.4500, 0.1000, 0.4500, 0.0500, 
P_30, 0.1699, 0.0667, 0.0667, 0.0333, 0.1000, 0.0667, 0.0667, 0.2667, 0.0667, 0.1333, 0.5667, 0.3667, 0.0667, 0.1667, 0.1000, 0.1333, 0.0667, 0.1667, 0.1000, 0.2667, 0.1000, 0.1333, 0.4333, 0.1333, 0.1000, 0.3333, 0.2000, 0.3000, 0.1333, 0.3333, 0.0667, 0.0333, 0.0667, 0.0000, 0.4000, 0.0667, 0.1333, 0.0667, 0.2000, 0.1667, 0.3667, 0.0667, 0.2000, 0.0333, 0.1333, 0.0333, 0.3333, 0.3333, 0.2333, 0.3667, 0.1000, 0.3333, 0.0333, 
P_100, 0.0825, 0.0400, 0.0300, 0.0300, 0.0400, 0.0600, 0.0300, 0.0900, 0.0300, 0.0900, 0.2100, 0.1200, 0.0400, 0.0700, 0.0800, 0.0600, 0.0600, 0.0800, 0.0400, 0.0900, 0.0300, 0.0600, 0.1500, 0.0400, 0.0400, 0.2100, 0.1100, 0.1400, 0.0400, 0.1100, 0.0200, 0.0200, 0.0200, 0.0100, 0.1700, 0.0600, 0.1100, 0.0800, 0.0800, 0.1000, 0.1800, 0.0200, 0.1700, 0.0200, 0.0600, 0.0100, 0.1600, 0.2300, 0.1300, 0.2400, 0.0600, 0.1100, 0.0100, 
P_200, 0.0479, 0.0200, 0.0150, 0.0150, 0.0300, 0.0300, 0.0150, 0.0600, 0.0150, 0.0450, 0.1250, 0.0700, 0.0200, 0.0450, 0.0850, 0.0300, 0.0450, 0.0500, 0.0350, 0.0450, 0.0150, 0.0400, 0.0750, 0.0200, 0.0250, 0.1250, 0.0850, 0.0900, 0.0200, 0.0600, 0.0100, 0.0100, 0.0100, 0.0050, 0.0850, 0.0300, 0.0550, 0.0400, 0.0400, 0.0650, 0.1050, 0.0100, 0.0950, 0.0150, 0.0300, 0.0050, 0.0850, 0.1400, 0.0850, 0.1250, 0.0350, 0.0550, 0.0050, 
P_500, 0.0232, 0.0080, 0.0060, 0.0060, 0.0180, 0.0160, 0.0060, 0.0420, 0.0060, 0.0180, 0.0540, 0.0340, 0.0080, 0.0180, 0.0460, 0.0120, 0.0280, 0.0240, 0.0180, 0.0180, 0.0060, 0.0200, 0.0340, 0.0080, 0.0100, 0.0620, 0.0460, 0.0460, 0.0100, 0.0260, 0.0080, 0.0040, 0.0040, 0.0020, 0.0360, 0.0120, 0.0220, 0.0220, 0.0200, 0.0280, 0.0500, 0.0160, 0.0440, 0.0240, 0.0120, 0.0020, 0.0380, 0.0640, 0.0460, 0.0580, 0.0160, 0.0220, 0.0020, 
P_1000, 0.0125, 0.0050, 0.0030, 0.0030, 0.0110, 0.0080, 0.0030, 0.0230, 0.0030, 0.0090, 0.0270, 0.0170, 0.0040, 0.0090, 0.0240, 0.0060, 0.0150, 0.0120, 0.0090, 0.0090, 0.0030, 0.0100, 0.0170, 0.0040, 0.0050, 0.0400, 0.0230, 0.0250, 0.0050, 0.0140, 0.0040, 0.0020, 0.0030, 0.0010, 0.0180, 0.0090, 0.0110, 0.0110, 0.0100, 0.0160, 0.0300, 0.0120, 0.0250, 0.0120, 0.0070, 0.0010, 0.0210, 0.0390, 0.0240, 0.0300, 0.0080, 0.0110, 0.0010, 
gm_map, 0.1957, 
num_q, 52, 
runid, STANDARD, 
