metric\query, all, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 37, 38, 39, 40, 42, 43, 44, 45, 48, 49, 57, 58, 59, 60, 61, 62, 63, 64, 
recip_rank, 0.6311, 0.3333, 0.3333, 0.0333, 0.5000, 0.5000, 0.3333, 1.0000, 0.5000, 0.2500, 1.0000, 1.0000, 1.0000, 1.0000, 0.1429, 0.5000, 0.2500, 0.3333, 0.1250, 1.0000, 1.0000, 0.5000, 1.0000, 1.0000, 0.3333, 1.0000, 0.1429, 1.0000, 1.0000, 0.5000, 1.0000, 0.3333, 1.0000, 0.0213, 0.3333, 0.1429, 0.2500, 1.0000, 1.0000, 0.1000, 1.0000, 1.0000, 1.0000, 0.2000, 1.0000, 1.0000, 0.5000, 1.0000, 0.2500, 1.0000, 0.0769, 1.0000, 1.0000, 
Rprec, 0.3094, 0.4000, 0.3333, 0.0000, 0.1667, 0.2500, 0.3333, 0.2857, 0.3333, 0.2222, 0.4000, 0.4211, 0.4000, 0.3636, 0.1136, 0.1000, 0.1176, 0.2500, 0.1818, 0.4545, 0.6667, 0.2727, 0.6471, 0.7500, 0.0769, 0.3137, 0.2000, 0.3103, 0.8000, 0.3684, 0.2500, 0.0000, 0.3333, 0.0000, 0.4500, 0.0833, 0.1250, 0.1667, 0.4000, 0.1905, 0.2439, 0.1176, 0.2308, 0.0833, 0.2500, 1.0000, 0.3333, 0.2558, 0.2222, 0.3226, 0.0000, 0.5000, 1.0000, 
P_5, 0.3538, 0.4000, 0.2000, 0.0000, 0.4000, 0.4000, 0.2000, 0.6000, 0.4000, 0.4000, 0.8000, 0.6000, 0.4000, 0.6000, 0.0000, 0.2000, 0.2000, 0.4000, 0.0000, 0.6000, 0.6000, 0.4000, 0.8000, 0.6000, 0.2000, 0.4000, 0.0000, 0.6000, 0.8000, 0.2000, 0.2000, 0.2000, 0.2000, 0.0000, 0.4000, 0.0000, 0.4000, 0.2000, 0.2000, 0.0000, 0.2000, 0.4000, 0.6000, 0.2000, 0.2000, 0.2000, 0.6000, 0.4000, 0.4000, 1.0000, 0.0000, 0.8000, 0.2000, 
P_10, 0.2577, 0.2000, 0.1000, 0.0000, 0.2000, 0.2000, 0.2000, 0.6000, 0.2000, 0.2000, 0.7000, 0.3000, 0.2000, 0.4000, 0.1000, 0.1000, 0.2000, 0.3000, 0.2000, 0.4000, 0.3000, 0.3000, 0.8000, 0.3000, 0.1000, 0.3000, 0.2000, 0.4000, 0.4000, 0.3000, 0.1000, 0.1000, 0.2000, 0.0000, 0.3000, 0.1000, 0.2000, 0.2000, 0.4000, 0.1000, 0.3000, 0.2000, 0.4000, 0.1000, 0.2000, 0.1000, 0.4000, 0.3000, 0.2000, 0.6000, 0.0000, 0.6000, 0.1000, 
P_15, 0.2231, 0.1333, 0.0667, 0.0000, 0.1333, 0.1333, 0.1333, 0.4667, 0.1333, 0.1333, 0.6000, 0.4667, 0.1333, 0.2667, 0.1333, 0.1333, 0.1333, 0.2667, 0.1333, 0.3333, 0.2000, 0.2000, 0.6667, 0.2000, 0.0667, 0.4000, 0.2667, 0.4667, 0.2667, 0.3333, 0.1333, 0.0667, 0.1333, 0.0000, 0.4000, 0.1333, 0.1333, 0.1333, 0.4000, 0.2000, 0.4000, 0.1333, 0.2667, 0.0667, 0.1333, 0.0667, 0.3333, 0.2667, 0.2000, 0.4000, 0.0667, 0.4667, 0.0667, 
P_20, 0.1971, 0.1000, 0.1000, 0.0000, 0.1000, 0.1000, 0.1000, 0.3500, 0.1000, 0.1500, 0.6000, 0.4500, 0.1000, 0.2000, 0.1000, 0.1000, 0.1000, 0.2000, 0.1500, 0.3000, 0.1500, 0.1500, 0.6500, 0.1500, 0.0500, 0.3500, 0.3000, 0.3500, 0.2000, 0.3500, 0.1000, 0.0500, 0.1000, 0.0000, 0.4500, 0.1000, 0.1500, 0.1000, 0.3000, 0.2000, 0.3000, 0.1000, 0.2500, 0.0500, 0.1500, 0.0500, 0.3000, 0.3000, 0.2000, 0.4000, 0.0500, 0.4000, 0.0500, 
P_30, 0.1635, 0.0667, 0.0667, 0.0333, 0.1000, 0.0667, 0.0667, 0.2667, 0.0667, 0.1333, 0.4667, 0.3667, 0.0667, 0.1667, 0.1000, 0.1333, 0.0667, 0.1667, 0.1000, 0.2000, 0.1000, 0.1333, 0.4333, 0.1333, 0.0667, 0.3333, 0.2000, 0.3000, 0.1333, 0.3333, 0.0667, 0.0333, 0.0667, 0.0000, 0.4000, 0.0667, 0.1333, 0.0667, 0.2000, 0.1667, 0.3333, 0.0667, 0.2000, 0.0333, 0.1333, 0.0333, 0.3333, 0.3333, 0.2333, 0.3333, 0.0667, 0.3000, 0.0333, 
P_100, 0.0796, 0.0400, 0.0300, 0.0300, 0.0400, 0.0600, 0.0300, 0.0900, 0.0300, 0.0900, 0.1800, 0.1200, 0.0400, 0.0700, 0.0800, 0.0600, 0.0600, 0.0800, 0.0400, 0.0700, 0.0300, 0.0600, 0.1500, 0.0400, 0.0300, 0.2100, 0.1100, 0.1400, 0.0400, 0.1100, 0.0200, 0.0200, 0.0200, 0.0100, 0.1700, 0.0600, 0.1100, 0.0800, 0.0800, 0.1000, 0.1700, 0.0200, 0.1700, 0.0200, 0.0600, 0.0100, 0.1500, 0.2100, 0.1300, 0.2100, 0.0500, 0.1000, 0.0100, 
P_200, 0.0461, 0.0200, 0.0150, 0.0150, 0.0300, 0.0300, 0.0150, 0.0600, 0.0150, 0.0450, 0.1100, 0.0700, 0.0200, 0.0450, 0.0700, 0.0300, 0.0450, 0.0500, 0.0350, 0.0350, 0.0150, 0.0400, 0.0750, 0.0200, 0.0200, 0.1200, 0.0850, 0.0900, 0.0200, 0.0600, 0.0100, 0.0100, 0.0100, 0.0050, 0.0850, 0.0300, 0.0550, 0.0400, 0.0400, 0.0650, 0.1000, 0.0100, 0.0950, 0.0150, 0.0300, 0.0050, 0.0800, 0.1300, 0.0850, 0.1100, 0.0300, 0.0500, 0.0050, 
P_500, 0.0221, 0.0080, 0.0060, 0.0060, 0.0180, 0.0140, 0.0060, 0.0420, 0.0060, 0.0180, 0.0480, 0.0340, 0.0080, 0.0180, 0.0300, 0.0120, 0.0280, 0.0240, 0.0180, 0.0140, 0.0060, 0.0200, 0.0340, 0.0080, 0.0080, 0.0580, 0.0460, 0.0460, 0.0100, 0.0260, 0.0080, 0.0040, 0.0040, 0.0020, 0.0360, 0.0120, 0.0220, 0.0220, 0.0200, 0.0280, 0.0480, 0.0160, 0.0440, 0.0220, 0.0120, 0.0020, 0.0340, 0.0600, 0.0460, 0.0520, 0.0140, 0.0200, 0.0020, 
P_1000, 0.0119, 0.0050, 0.0030, 0.0030, 0.0110, 0.0070, 0.0030, 0.0230, 0.0030, 0.0090, 0.0240, 0.0170, 0.0040, 0.0090, 0.0150, 0.0060, 0.0150, 0.0120, 0.0090, 0.0070, 0.0030, 0.0100, 0.0170, 0.0040, 0.0040, 0.0380, 0.0230, 0.0250, 0.0050, 0.0140, 0.0040, 0.0020, 0.0020, 0.0010, 0.0180, 0.0090, 0.0110, 0.0110, 0.0100, 0.0150, 0.0290, 0.0120, 0.0250, 0.0110, 0.0070, 0.0010, 0.0190, 0.0370, 0.0240, 0.0270, 0.0070, 0.0100, 0.0010, 
gm_map, 0.1848, 
num_q, 52, 
runid, STANDARD, 
